time,Yaw,Vel,Ideal Vel L,Ideal Vel R,Vel L,Vel R,Cur X,Cur Y,Ideal x,Ideal y,Next Pos x,Next Pos y,L,dX,Theta,Curvature,velDif,Closest idx,left pos,right pos
0.168,89.990000,0.250000,0.222951,0.277049,0.000000,0.000000,1.999667,0.000000,2.000000,0.000120,1.902451,0.815736,0.821509,0.097359,1.689413,0.288523,0.027049,0,0,0
0.216,89.990000,0.250000,0.222951,0.277049,0.000000,0.000000,1.999667,0.000000,2.000000,0.000120,1.902451,0.815736,0.821509,0.097359,1.689413,0.288523,0.027049,0,0,0
0.268,89.990000,0.250000,0.222951,0.277049,0.000000,0.000000,1.999667,0.000000,2.000000,0.000120,1.902451,0.815736,0.821509,0.097359,1.689413,0.288523,0.027049,0,0,0
0.306,90.110000,0.250000,0.222152,0.277848,0.000000,0.000000,1.998838,0.000829,2.000000,0.000600,1.891140,0.839103,0.845164,0.106088,1.698572,0.297041,0.027848,1,0,3
0.358,90.480000,0.250000,0.220401,0.279599,0.000000,0.112704,1.998838,0.003315,2.000000,0.003597,1.866261,0.883930,0.890539,0.125195,1.720225,0.315727,0.029599,3,0,10
0.41200000000000003,91.110000,0.250000,0.220777,0.279223,0.000000,0.182315,1.998838,0.008287,2.000000,0.006595,1.852650,0.905451,0.908996,0.128781,1.732322,0.311715,0.029223,4,0,22
0.463,91.970000,0.292808,0.257782,0.327834,0.000000,0.238667,1.998838,0.014088,1.999999,0.016760,1.822969,0.946847,0.949194,0.143700,1.757156,0.318991,0.035026,6,0,35
0.514,92.910000,0.292808,0.261087,0.324529,0.000000,0.253584,1.998838,0.019889,1.999999,0.016760,1.822969,0.946847,0.943494,0.128583,1.758295,0.288892,0.031721,6,0,50
0.5670000000000001,93.790000,0.381809,0.341811,0.421807,0.000000,0.273473,1.998010,0.026519,1.999999,0.024397,1.806851,0.966769,0.959485,0.128590,1.771368,0.279358,0.039998,7,0,66
0.619,94.950000,0.482415,0.434514,0.530316,0.000000,0.361316,1.998010,0.035634,1.999996,0.034045,1.789851,0.986197,0.973087,0.125362,1.786378,0.264783,0.047901,8,2,86
0.658,96.030000,0.591576,0.535818,0.647333,0.072926,0.395293,1.996352,0.044750,1.999990,0.045876,1.771982,1.005146,0.986256,0.122240,1.800303,0.251342,0.055758,9,6,104
0.709,97.400000,0.702980,0.640431,0.765529,0.228723,0.651363,1.994695,0.064639,1.999978,0.059936,1.753170,1.023557,0.988867,0.116009,1.817536,0.237271,0.062549,10,18,139
0.767,99.420000,0.922352,0.842722,1.001981,0.380376,0.849423,1.989723,0.096130,1.999912,0.094654,1.712830,1.059049,1.001939,0.115558,1.850797,0.230221,0.079629,12,40,195
0.8140000000000001,100.830000,1.030020,0.945577,1.114462,0.474848,0.938924,1.984750,0.121820,1.999844,0.115254,1.691259,1.076105,0.998397,0.108958,1.869166,0.218616,0.084442,13,61,237
0.872,102.760000,1.237917,1.131407,1.344427,0.687826,1.146100,1.974806,0.169056,1.999546,0.162718,1.645328,1.108841,0.995867,0.113773,1.907996,0.229439,0.106510,15,102,311
0.937,105.010000,1.428369,1.298642,1.558096,0.870970,1.422888,1.959889,0.230380,1.998856,0.218053,1.595760,1.139736,0.979550,0.116193,1.951669,0.242191,0.129727,17,160,406
0.98,107.100000,1.566582,1.411521,1.721642,1.098864,1.574541,1.941658,0.290047,1.997509,0.279455,1.542725,1.168789,0.965057,0.122912,1.996957,0.263947,0.155060,19,219,498
1.0210000000000001,108.510000,1.642422,1.448043,1.836801,1.228971,1.609347,1.925084,0.343084,1.995110,0.344484,1.486454,1.196018,0.959110,0.145158,2.045787,0.315597,0.194379,21,276,575
1.083,110.120000,1.658699,1.394191,1.923207,1.555481,1.764315,1.894421,0.428441,1.988732,0.443965,1.396585,1.233534,0.946582,0.190514,2.124606,0.425245,0.264508,24,374,695
1.124,110.830000,1.626180,1.303572,1.948788,1.708791,1.877019,1.870389,0.493080,1.982140,0.508902,1.333460,1.256432,0.933274,0.230390,2.183789,0.529024,0.322608,26,454,783
1.182,111.480000,1.503592,1.084354,1.922830,1.777574,2.012098,1.828954,0.598326,1.962104,0.631611,1.200791,1.297593,0.939980,0.328479,2.302680,0.743532,0.419238,30,585,924
1.222,112.270000,1.408241,0.949387,1.867094,1.689731,2.051047,1.801606,0.667937,1.940522,0.715221,1.096761,1.324854,0.963508,0.403317,2.391376,0.868893,0.458854,33,668,1022
1.281,113.870000,1.298287,0.813316,1.783258,1.539735,2.088339,1.757685,0.769868,1.891140,0.839103,0.916951,1.364541,1.029791,0.528181,2.525967,0.996126,0.484971,38,786,1172
1.321,115.660000,1.272591,0.788757,1.756426,1.439462,2.125630,1.727023,0.835335,1.838228,0.926415,0.768736,1.392124,1.108300,0.622674,2.615242,1.013856,0.483834,42,858,1274
1.3800000000000001,118.830000,1.302499,0.806550,1.798448,1.223170,2.060991,1.679787,0.927322,1.771982,1.005146,0.617629,1.416875,1.169547,0.694439,2.709707,1.015380,0.495949,46,955,1427
1.418,121.340000,1.353629,0.855886,1.851371,1.105494,2.016241,1.647467,0.982016,1.712830,1.059049,0.502791,1.434015,1.230685,0.742572,2.765516,0.980560,0.497743,49,1011,1525
1.472,124.940000,1.422633,0.925936,1.919329,1.000248,1.984750,1.605203,1.045827,1.645328,1.108841,0.386862,1.450232,1.283705,0.767128,2.821105,0.931037,0.496696,52,1074,1646
1.528,129.250000,1.499199,1.009029,1.989368,0.910748,1.873704,1.552995,1.114609,1.569663,1.154492,0.269986,1.465780,1.330200,0.771365,2.874428,0.871879,0.490170,55,1143,1785
1.57,132.080000,1.550520,1.069131,2.031910,0.897488,1.896908,1.516532,1.156045,1.514977,1.182630,0.191588,1.475882,1.363001,0.769041,2.904727,0.827919,0.481389,57,1186,1876
1.6320000000000001,136.650000,1.600015,1.134982,2.065048,0.932294,1.993037,1.455207,1.217369,1.457189,1.208959,0.112844,1.485860,1.368951,0.726230,2.944184,0.775047,0.465033,59,1253,2018
1.676,139.830000,1.646516,1.200311,2.092722,1.023452,2.041102,1.411286,1.257147,1.396585,1.233534,0.033753,1.495780,1.398050,0.706241,2.970063,0.722666,0.446205,61,1298,2116
1.72,143.640000,1.689333,1.263829,2.114836,1.186707,2.084195,1.347476,1.306040,1.333460,1.256432,-0.045544,1.505696,1.407255,0.665077,2.999236,0.671671,0.425503,63,1366,2241
1.7850000000000001,147.700000,1.746060,1.346923,2.145196,1.288638,2.124802,1.264605,1.362392,1.234676,1.287848,-0.163930,1.520596,1.437268,0.629617,3.031296,0.609580,0.399136,66,1456,2394
1.832,150.950000,1.778924,1.400006,2.157843,1.312670,2.131431,1.189193,1.406314,1.166479,1.307000,-0.242416,1.530645,1.436997,0.586460,3.054963,0.568011,0.378918,68,1536,2524
1.8800000000000001,154.140000,1.805789,1.451800,2.159777,1.428689,2.148005,1.112123,1.445263,1.096761,1.324854,-0.320532,1.540865,1.435841,0.538857,3.074961,0.522746,0.353989,70,1617,2651
1.9160000000000001,156.320000,1.830825,1.495991,2.165659,1.498300,2.135575,1.046655,1.475096,1.025691,1.341526,-0.398247,1.551316,1.446911,0.510511,3.088891,0.487698,0.334834,72,1688,2755
1.967,158.820000,1.862771,1.555789,2.169754,1.564597,2.125630,0.962127,1.509902,0.916951,1.364541,-0.514013,1.567603,1.477268,0.479525,3.102524,0.439463,0.306983,75,1780,2883
2.017,161.010000,1.880666,1.590740,2.170593,1.594430,2.140547,0.873456,1.541393,0.843254,1.378734,-0.590586,1.578975,1.464524,0.440867,3.115928,0.411097,0.289926,77,1877,3013
2.057,162.440000,1.896704,1.620416,2.172993,1.698847,2.149663,0.801359,1.565425,0.768736,1.392124,-0.666598,1.590842,1.468176,0.418657,3.124280,0.388447,0.276288,79,1958,3116
2.107,164.190000,1.911140,1.648963,2.173317,1.707134,2.088339,0.709372,1.592773,0.693493,1.404809,-0.741998,1.603274,1.451408,0.385319,3.134357,0.365823,0.262177,81,2061,3245
2.1590000000000003,165.810000,1.929756,1.691830,2.167682,1.670671,2.162093,0.614900,1.617634,0.579478,1.422713,-0.853770,1.623236,1.468680,0.354596,3.137778,0.328783,0.237926,84,2165,3375
2.21,167.440000,1.940711,1.720378,2.161044,1.735310,2.105741,0.520427,1.640009,0.502791,1.434015,-0.927220,1.637520,1.447649,0.317237,-3.139874,0.302752,0.220333,86,2271,3505
2.261,169.050000,1.955916,1.766255,2.145576,1.761829,2.067621,0.425126,1.659069,0.386862,1.450232,-1.035544,1.660708,1.460671,0.275849,3.140471,0.258581,0.189661,89,2375,3634
2.311,170.860000,1.969360,1.812013,2.126707,1.807407,2.164580,0.308279,1.679787,0.269986,1.465780,-1.141083,1.686310,1.449376,0.223787,3.137092,0.213060,0.157347,92,2506,3791
2.363,172.190000,1.978371,1.844354,2.112387,1.881991,2.148005,0.209663,1.693875,0.191588,1.475882,-1.209631,1.704889,1.419336,0.181953,3.133832,0.180642,0.134016,94,2616,3921
2.415,173.200000,1.990633,1.886748,2.094517,1.914310,2.150492,0.107732,1.707134,0.073342,1.490822,-1.309094,1.735356,1.417107,0.139735,3.121676,0.139165,0.103885,97,2733,4051
2.467,173.840000,1.998828,1.912597,2.085059,2.003811,2.075079,0.004972,1.718736,-0.005915,1.500739,-1.372772,1.757527,1.378290,0.109272,3.113445,0.115042,0.086231,99,2855,4180
2.519,174.480000,1.988676,1.935543,2.041809,1.956574,2.148005,-0.096959,1.728680,-0.124549,1.515615,-1.463458,1.793759,1.368048,0.066671,3.094004,0.071247,0.053133,102,2974,4309
2.5580000000000003,175.000000,1.980374,1.952937,2.007811,1.962375,2.162093,-0.179000,1.736139,-0.203219,1.525606,-1.520381,1.819999,1.343999,0.033367,3.079156,0.036945,0.027437,104,3069,4414
2.612,175.850000,1.967257,1.986643,1.947872,2.051047,2.083366,-0.302478,1.746083,-0.320532,1.540865,-1.599647,1.862548,1.302387,-0.022286,3.052049,-0.026278,-0.019386,107,3215,4567
2.664,176.230000,1.953643,2.019582,1.887705,2.072593,2.099112,-0.407723,1.752713,-0.436953,1.556654,-1.671147,1.909057,1.273061,-0.072934,3.018472,-0.090004,-0.065938,110,3340,4695
2.715,176.330000,1.938183,2.052828,1.823539,2.025357,1.998838,-0.510483,1.759342,-0.552367,1.573226,-1.734575,1.959439,1.240339,-0.121333,2.979560,-0.157735,-0.114645,113,3465,4819
2.766,176.140000,1.926455,2.082013,1.770897,2.099941,1.838069,-0.611585,1.765972,-0.628667,1.584834,-1.772463,1.995401,1.183332,-0.150760,2.946473,-0.215329,-0.155558,115,3591,4937
2.817,175.600000,1.907348,2.118030,1.696667,2.119001,1.767629,-0.711030,1.773430,-0.741998,1.603274,-1.822983,2.053189,1.146606,-0.193626,2.895117,-0.294554,-0.210681,118,3718,5051
2.868,174.550000,1.884460,2.151605,1.617314,2.139718,1.770944,-0.808817,1.781717,-0.853770,1.623236,-1.866343,2.116207,1.109164,-0.232537,2.835255,-0.378033,-0.267145,121,3846,5161
2.907,173.560000,1.866175,2.178445,1.553905,2.133089,1.698847,-0.885887,1.790005,-0.927220,1.637520,-1.891475,2.161546,1.072031,-0.256408,2.787673,-0.446217,-0.312270,123,3949,5244
2.958,171.960000,1.846559,2.210194,1.482924,2.127288,1.614319,-0.979530,1.802435,-0.999706,1.652719,-1.913694,2.209801,1.019122,-0.272705,2.730379,-0.525136,-0.363635,125,4078,5344
3.009,169.880000,1.810358,2.240316,1.380400,2.125630,1.500786,-1.070688,1.817352,-1.106256,1.677488,-1.941538,2.287984,0.989886,-0.310292,2.646128,-0.633330,-0.429958,128,4207,5437
3.0620000000000003,167.090000,1.768395,2.274008,1.262782,2.138061,1.371508,-1.175934,1.838898,-1.209631,1.704889,-1.963192,2.373545,0.951642,-0.345243,2.545014,-0.762443,-0.505613,131,4362,5542
3.113,164.250000,1.715666,2.278882,1.152450,2.142204,1.248860,-1.258804,1.860445,-1.309094,1.735356,-1.978984,2.466441,0.941218,-0.387759,2.442082,-0.875409,-0.563216,134,4491,5620
3.164,160.860000,1.675496,2.273551,1.077440,2.142204,1.117924,-1.339189,1.886134,-1.372772,1.757527,-1.986559,2.532235,0.914623,-0.398126,2.357176,-0.951846,-0.598055,136,4621,5693
3.215,156.950000,1.604017,2.214261,0.993773,2.143862,0.954669,-1.412115,1.915139,-1.463458,1.793759,-1.994148,2.636066,0.926552,-0.435484,2.249997,-1.014526,-0.610244,139,4750,5754
3.267,152.560000,1.527131,2.122199,0.932064,2.136404,0.847766,-1.480897,1.947459,-1.547629,1.833790,-1.998146,2.745375,0.950903,-0.469787,2.145940,-1.039103,-0.595068,142,4880,5808
3.318,147.750000,1.447741,2.002828,0.892655,2.139718,0.774011,-1.544708,1.984750,-1.624376,1.877602,-1.999706,2.859330,0.985856,-0.496862,2.050511,-1.022442,-0.555087,145,5009,5857
3.369,142.630000,1.371518,1.869903,0.873133,2.041102,0.709372,-1.602717,2.026186,-1.693192,1.925371,-1.999999,2.977140,1.030605,-0.514620,1.966529,-0.969019,-0.498385,148,5137,5901
3.408,138.430000,1.330807,1.786753,0.874862,2.031987,0.650534,-1.645810,2.062649,-1.734575,1.959439,-1.999981,3.056680,1.055242,-0.508675,1.913071,-0.913622,-0.455946,150,5240,5934
3.472,131.770000,1.279085,1.660382,0.897788,2.143862,0.668766,-1.704648,2.121487,-1.806962,2.033383,-1.998962,3.211122,1.128683,-0.506345,1.834604,-0.794937,-0.381297,154,5396,5979
3.5220000000000002,126.490000,1.280441,1.614161,0.946721,2.088339,0.811303,-1.749398,2.177839,-1.866343,2.116207,-1.994474,3.357642,1.204989,-0.504577,1.775610,-0.695010,-0.333720,158,5524,6025
3.5740000000000003,121.870000,1.319587,1.628190,1.010985,1.917625,0.875942,-1.790005,2.239163,-1.902941,2.185311,-1.987219,3.461013,1.237663,-0.477645,1.730823,-0.623635,-0.308603,161,5649,6077
3.624,117.550000,1.383161,1.673074,1.093248,1.944973,0.878428,-1.824810,2.301316,-1.932949,2.261116,-1.975525,3.557664,1.265356,-0.447465,1.690188,-0.558938,-0.289913,164,5768,6130
3.689,112.350000,1.503592,1.781448,1.225735,1.838069,1.000248,-1.865417,2.389988,-1.963192,2.373545,-1.951722,3.675502,1.288409,-0.409012,1.637833,-0.492787,-0.277856,168,5926,6207
3.733,110.090000,1.570839,1.851040,1.290639,1.770944,1.078975,-1.885306,2.443025,-1.974338,2.434682,-1.936057,3.729505,1.287481,-0.394237,1.610226,-0.475670,-0.280200,170,6013,6258
3.778,107.570000,1.639033,1.925848,1.352218,1.745254,1.268749,-1.909338,2.513465,-1.983048,2.498967,-1.917639,3.780443,1.267005,-0.374550,1.577348,-0.466641,-0.286815,172,6120,6329
3.823,106.140000,1.705872,2.012228,1.399517,1.824810,1.385596,-1.926741,2.571474,-1.989553,2.566220,-1.896397,3.828503,1.257395,-0.378583,1.546662,-0.478903,-0.306356,174,6204,6392
3.888,103.840000,1.794953,2.145716,1.444190,1.977292,1.471782,-1.956574,2.685007,-1.995815,2.671925,-1.858954,3.895699,1.214622,-0.384398,1.490338,-0.521109,-0.350763,177,6366,6514
3.931,102.410000,1.850112,2.234063,1.466160,2.041102,1.514874,-1.972320,2.753789,-1.998146,2.745375,-1.830031,3.937584,1.192315,-0.393368,1.451173,-0.553411,-0.383952,179,6463,6587
3.967,100.840000,1.900547,2.321606,1.479488,2.081709,1.541393,-1.987237,2.825058,-1.999373,2.820872,-1.797723,3.977376,1.167798,-0.402845,1.407792,-0.590789,-0.421059,181,6564,6662
4.021,98.890000,1.944248,2.411911,1.476585,2.096626,1.560453,-2.002153,2.913730,-1.999885,2.898214,-1.761852,4.015218,1.127396,-0.407636,1.356001,-0.641431,-0.467663,183,6689,6754
4.087,96.100000,1.981853,2.535969,1.427736,2.043589,1.585314,-2.018727,3.042179,-1.999981,3.056680,-1.678966,4.085318,1.097076,-0.448685,1.255922,-0.745587,-0.554116,187,6867,6887
4.131,94.420000,1.942367,2.534421,1.350314,2.127288,1.567083,-2.025357,3.117591,-1.999744,3.134780,-1.631921,4.117604,1.074625,-0.469334,1.195966,-0.812827,-0.592054,189,6972,6965
4.175,92.820000,1.920964,2.552540,1.289388,2.131431,1.543879,-2.029501,3.189689,-1.999440,3.173198,-1.607035,4.133054,1.033642,-0.468366,1.149750,-0.876749,-0.631576,190,7073,7039
4.219,90.630000,1.847800,2.524233,1.171367,2.152149,1.496643,-2.031987,3.282504,-1.997329,3.285512,-1.527202,4.176626,1.026773,-0.514585,1.056845,-0.976199,-0.676433,193,7205,7132
4.2780000000000005,87.730000,1.759259,2.471502,1.047017,2.133917,1.416258,-2.030329,3.389407,-1.992492,3.392771,-1.440263,4.216096,1.015674,-0.556859,0.950888,-1.079610,-0.712243,196,7358,7236
4.317,85.600000,1.694908,2.418709,0.971106,2.140547,1.353277,-2.025357,3.459847,-1.987219,3.461013,-1.378831,4.240217,1.013397,-0.584751,0.878925,-1.138786,-0.723801,198,7461,7303
4.381,82.000000,1.587898,2.303998,0.871797,2.146348,1.268749,-2.013755,3.562606,-1.975525,3.557664,-1.282214,4.273319,1.019934,-0.625509,0.770958,-1.202597,-0.716100,201,7616,7398
4.425,79.420000,1.520170,2.220353,0.819988,2.142204,1.214883,-2.002982,3.628903,-1.964887,3.618207,-1.215323,4.293482,1.030569,-0.652246,0.700848,-1.228252,-0.700182,203,7719,7458
4.4750000000000005,75.920000,1.420191,2.075079,0.765302,2.146348,1.160188,-1.984750,3.710116,-1.944241,3.702898,-1.111784,4.321134,1.065558,-0.698094,0.610681,-1.229672,-0.654889,206,7849,7529
4.524,72.270000,1.342964,1.953686,0.732241,2.146348,1.084776,-1.961547,3.790500,-1.917639,3.780443,-1.005121,4.346075,1.106080,-0.741807,0.526247,-1.212685,-0.610722,209,7981,7598
4.591,66.720000,1.281771,1.835393,0.728149,2.131431,0.985331,-1.922597,3.892431,-1.872205,3.873912,-0.859085,4.375761,1.168190,-0.785902,0.426562,-1.151786,-0.553622,213,8159,7684
4.635,63.350000,1.272584,1.804160,0.741007,2.149663,0.933123,-1.895250,3.948783,-1.844904,3.916914,-0.784743,4.389314,1.194694,-0.794935,0.377653,-1.113905,-0.531577,215,8263,7730
4.679,58.920000,1.285906,1.788417,0.783396,2.138061,0.865998,-1.857958,4.015908,-1.797723,3.977376,-0.671861,4.408321,1.249326,-0.813253,0.319508,-1.042088,-0.502510,218,8394,7786
4.722,55.160000,1.311076,1.794885,0.827268,2.096626,0.807988,-1.825639,4.064802,-1.761852,4.015218,-0.595810,4.420232,1.280160,-0.806330,0.281342,-0.984044,-0.483809,220,8495,7825
4.787,48.400000,1.367846,1.819527,0.916166,1.973977,0.723460,-1.764315,4.141872,-1.701096,4.068483,-0.480734,4.437178,1.317112,-0.763797,0.226129,-0.880568,-0.451681,223,8668,7890
4.831,44.600000,1.414431,1.845290,0.983571,2.030329,0.694455,-1.725365,4.181649,-1.655904,4.101692,-0.403433,4.447976,1.348494,-0.738568,0.198806,-0.812311,-0.430859,225,8767,7925
4.875,40.870000,1.439300,1.850981,1.027619,2.025357,0.735062,-1.685588,4.218113,-1.631921,4.117604,-0.364616,4.453244,1.341735,-0.686565,0.176154,-0.762743,-0.411681,226,8864,7958
4.9190000000000005,36.260000,1.490578,1.873634,1.107523,1.993037,0.867655,-1.629236,4.262034,-1.581268,4.148040,-0.286679,4.463598,1.357603,-0.631526,0.149021,-0.685292,-0.383056,228,8988,8008
4.984,31.380000,1.567290,1.914645,1.219934,1.856301,0.997762,-1.557967,4.309270,-1.498967,4.190232,-0.169072,4.478749,1.399197,-0.578524,0.121424,-0.591008,-0.347355,231,9128,8074
5.0280000000000005,28.030000,1.615891,1.940248,1.291534,1.919283,1.065716,-1.493328,4.344905,-1.440263,4.216096,-0.090229,4.488704,1.410448,-0.532432,0.102130,-0.535278,-0.324357,233,9244,8136
5.08,24.990000,1.661220,1.963745,1.358695,1.916797,1.237258,-1.424545,4.378881,-1.378831,4.240217,-0.011043,4.498619,1.418565,-0.488620,0.084508,-0.485627,-0.302525,235,9360,8205
5.1290000000000004,22.590000,1.702724,1.990083,1.415365,1.897736,1.402170,-1.350790,4.411201,-1.314967,4.262679,0.068207,4.508534,1.422331,-0.455220,0.068486,-0.450038,-0.287359,237,9476,8284
5.173,20.820000,1.738732,2.012960,1.464504,2.036130,1.441948,-1.285323,4.436891,-1.248996,4.283602,0.147115,4.518466,1.434759,-0.432888,0.056887,-0.420579,-0.274228,239,9575,8354
5.238,17.910000,1.801125,2.046578,1.555672,2.096626,1.523161,-1.168475,4.477497,-1.111784,4.321134,0.303884,4.538661,1.473629,-0.394584,0.041517,-0.363407,-0.245453,243,9749,8479
5.283,16.270000,1.813732,2.049830,1.577633,2.112371,1.567911,-1.098035,4.499044,-1.076548,4.329749,0.342836,4.543833,1.441567,-0.360685,0.031075,-0.347127,-0.236098,244,9851,8554
5.327,14.320000,1.848435,2.058338,1.638533,2.109885,1.582828,-1.010192,4.522248,-0.968983,4.353865,0.459076,4.559751,1.469747,-0.327067,0.025519,-0.302818,-0.209902,247,9977,8648
5.371,12.780000,1.867851,2.059309,1.676394,2.135575,1.644981,-0.934780,4.540479,-0.895949,4.368693,0.536002,4.570812,1.471095,-0.295767,0.020621,-0.273337,-0.191457,249,10083,8728
5.437,10.400000,1.893204,2.054585,1.731823,2.075079,1.702990,-0.806331,4.566169,-0.784743,4.389314,0.650427,4.588254,1.456925,-0.241250,0.015159,-0.227313,-0.161381,252,10259,8869
5.481,9.290000,1.907983,2.052524,1.763443,2.030329,1.756028,-0.730090,4.579428,-0.709655,4.402142,0.725959,4.600569,1.456203,-0.214189,0.014518,-0.202015,-0.144540,254,10360,8954
5.525,8.450000,1.921344,2.050968,1.791719,2.048561,1.794148,-0.656335,4.590201,-0.633908,4.414337,0.800807,4.613531,1.457329,-0.191045,0.016009,-0.179908,-0.129625,256,10456,9038
5.572,7.630000,1.938690,2.049781,1.827599,2.096626,1.819009,-0.560205,4.604289,-0.519221,4.431634,0.911594,4.634402,1.472107,-0.165572,0.020457,-0.152806,-0.111091,259,10582,9147
5.6370000000000005,6.630000,1.953643,2.042705,1.864582,2.039445,1.874533,-0.444186,4.618377,-0.403433,4.447976,1.020251,4.657272,1.464954,-0.130446,0.026553,-0.121566,-0.089061,262,10732,9280
5.681,5.890000,1.963417,2.036861,1.889973,1.940000,1.886963,-0.344742,4.629151,-0.325695,4.458453,1.091268,4.673800,1.436703,-0.102948,0.031083,-0.099750,-0.073444,264,10857,9396
5.7250000000000005,5.550000,1.971853,2.032291,1.911414,2.041931,1.885306,-0.267672,4.636609,-0.247572,4.468690,1.160901,4.691503,1.429627,-0.083527,0.038407,-0.081735,-0.060439,266,10954,9486
5.772,5.030000,1.984743,2.021725,1.947761,2.092482,1.929227,-0.168227,4.645725,-0.129691,4.483736,1.262266,4.720456,1.432444,-0.050978,0.052194,-0.049689,-0.036982,269,11079,9602
5.836,4.490000,1.997267,2.007407,1.987127,2.031987,1.965690,-0.047236,4.655669,-0.011043,4.498619,1.359202,4.752616,1.409776,-0.013454,0.068822,-0.013538,-0.010140,272,11230,9744
5.875,4.340000,1.994537,1.988254,2.000820,1.882820,1.906023,0.030662,4.662299,0.068207,4.508534,1.420918,4.776004,1.394898,0.008172,0.081606,0.008400,0.006283,274,11326,9839
5.936,4.460000,1.982367,1.952988,2.011746,2.009612,2.036130,0.150824,4.671415,0.186447,4.523461,1.508366,4.814234,1.365033,0.036820,0.104819,0.039521,0.029379,277,11469,9987
5.9750000000000005,4.800000,1.973499,1.930849,2.016149,2.030329,1.988894,0.232038,4.678044,0.264829,4.533551,1.562781,4.841773,1.340778,0.051801,0.122420,0.057631,0.042650,279,11567,10085
