time,Yaw,Vel,Ideal Vel L,Ideal Vel R,Vel L,Vel R,Cur X,Cur Y,Ideal x,Ideal y,Next Pos x,Next Pos y,L,dX,Theta,Curvature,velDif,Closest idx,left pos,right pos
11.909,333.090000,1.650231,1.354699,1.945764,1.307698,1.933371,-1.418744,4.683845,-1.394479,4.765674,-0.030965,4.503871,1.399401,0.467610,-0.128965,0.477561,0.295533,583,20924,24716
11.96,335.490000,1.712473,1.434566,1.990379,1.393883,1.993866,-1.344161,4.648211,-1.298707,4.731970,0.087874,4.488999,1.440858,0.449218,-0.110724,0.432757,0.277907,586,21005,24834
12.011000000000001,337.740000,1.746060,1.481699,2.010420,1.500786,2.027843,-1.263776,4.614234,-1.232295,4.711441,0.166694,4.479051,1.436843,0.416768,-0.094223,0.403744,0.264360,588,21093,24956
12.062,339.850000,1.778924,1.527550,2.030299,1.581999,2.088339,-1.179248,4.581914,-1.164081,4.692351,0.245171,4.469000,1.428888,0.384680,-0.079105,0.376819,0.251375,590,21186,25081
12.113,341.770000,1.819218,1.586632,2.051804,1.623435,2.099941,-1.092234,4.551252,-1.058912,4.666095,0.362175,4.453578,1.457686,0.362214,-0.067057,0.340932,0.232586,593,21283,25208
12.164,343.530000,1.842747,1.623446,2.062048,1.670671,2.094968,-1.003563,4.523905,-0.987203,4.650013,0.439678,4.442961,1.445509,0.331555,-0.056026,0.317354,0.219301,595,21381,25334
12.215,345.220000,1.872779,1.674220,2.071338,1.743597,2.133089,-0.910748,4.498215,-0.877653,4.627766,0.555069,4.426365,1.467576,0.304469,-0.048978,0.282730,0.198559,598,21485,25462
12.266,346.670000,1.889628,1.703812,2.075444,1.780889,2.116515,-0.815447,4.475011,-0.803497,4.614013,0.631344,4.414739,1.448045,0.274923,-0.041635,0.262226,0.185816,600,21592,25591
12.329,348.280000,1.911140,1.746309,2.075972,1.768458,2.023700,-0.702743,4.450150,-0.690867,4.594757,0.744645,4.396265,1.448390,0.241244,-0.037212,0.229994,0.164832,603,21720,25742
12.372,349.290000,1.924209,1.774322,2.074096,1.775917,2.093311,-0.627330,4.435233,-0.614977,4.582708,0.819321,4.383124,1.447590,0.217642,-0.036005,0.207721,0.149887,605,21805,25843
12.421,350.500000,1.941214,1.815083,2.067345,1.768458,2.106570,-0.531200,4.418659,-0.500093,4.565591,0.929792,4.361946,1.462092,0.185198,-0.038799,0.173267,0.126131,608,21913,25970
12.472,351.810000,1.951332,1.846434,2.056230,1.843042,2.112371,-0.435071,4.403743,-0.422907,4.554711,1.002233,4.346713,1.438435,0.148305,-0.039657,0.143353,0.104898,610,22020,26097
12.537,352.920000,1.970194,1.895130,2.045259,1.985579,2.063477,-0.295848,4.385511,-0.267238,4.533865,1.143532,4.313063,1.441202,0.105515,-0.050291,0.101600,0.075064,614,22184,26273
12.582,353.190000,1.978371,1.913991,2.042750,1.948287,2.056848,-0.215464,4.375567,-0.188832,4.523765,1.211982,4.294427,1.429750,0.088695,-0.056781,0.086778,0.064380,616,22280,26372
12.621,353.480000,1.987106,1.935762,2.038450,1.899394,2.046903,-0.136736,4.366451,-0.110064,4.513791,1.278652,4.274447,1.418376,0.069309,-0.064911,0.068903,0.051344,618,22373,26471
12.68,354.250000,1.999219,1.977814,2.020623,1.950773,2.017070,-0.019060,4.354020,0.008711,4.498911,1.374765,4.241724,1.398342,0.027913,-0.080393,0.028551,0.021405,621,22510,26618
12.72,354.570000,1.992586,1.990885,1.994288,1.959061,2.004639,0.059667,4.346562,0.087874,4.488999,1.435845,4.217932,1.382176,0.002175,-0.093198,0.002277,0.001701,623,22605,26716
12.778,354.700000,1.979975,2.005422,1.954529,2.062649,2.009612,0.180658,4.334960,0.205975,4.474043,1.522143,4.179126,1.350506,-0.031254,-0.115647,-0.034272,-0.025447,626,22753,26862
12.822000000000001,354.570000,1.971438,2.014553,1.928323,2.090825,1.998838,0.261871,4.327502,0.284270,4.463910,1.575747,4.151134,1.325660,-0.051245,-0.133437,-0.058320,-0.043115,628,22853,26958
12.886000000000001,354.190000,1.953182,2.035989,1.870376,2.056848,1.959889,0.403580,4.313414,0.439678,4.442961,1.672599,4.089948,1.288544,-0.093856,-0.174307,-0.113055,-0.082807,632,23029,27127
12.925,354.010000,1.943198,2.052613,1.833784,2.004639,1.906852,0.483964,4.305127,0.516728,4.432006,1.715680,4.056703,1.256519,-0.118532,-0.199019,-0.150151,-0.109415,634,23129,27222
12.984,353.730000,1.931913,2.074556,1.789269,2.046075,1.860445,0.579265,4.295182,0.593278,4.420621,1.755222,4.021607,1.207360,-0.143508,-0.228575,-0.196894,-0.142643,636,23248,27333
13.029,353.260000,1.913612,2.104609,1.722614,2.072593,1.816523,0.676224,4.284409,0.707038,4.402586,1.808058,3.965337,1.175948,-0.184030,-0.274776,-0.266160,-0.190997,639,23373,27444
13.074,352.370000,1.899441,2.120737,1.678146,2.096626,1.761000,0.753294,4.274465,0.782078,4.389793,1.839180,3.925057,1.140717,-0.202135,-0.311309,-0.310682,-0.221296,641,23474,27531
13.133000000000001,350.940000,1.875181,2.151873,1.598488,2.119001,1.702990,0.867655,4.257062,0.893201,4.369220,1.880083,3.860005,1.087504,-0.232678,-0.373749,-0.393480,-0.276692,644,23627,27656
13.172,349.780000,1.855751,2.174169,1.537333,2.116515,1.615148,0.942238,4.244631,0.966144,4.354463,1.903633,3.813159,1.053777,-0.254047,-0.421854,-0.457559,-0.318418,646,23729,27737
13.23,347.730000,1.822455,2.209962,1.434949,2.123144,1.584485,1.052456,4.222256,1.073531,4.330469,1.933552,3.737101,1.005836,-0.286824,-0.503325,-0.567010,-0.387507,649,23883,27854
13.27,346.160000,1.796365,2.233877,1.358853,2.153806,1.538907,1.124554,4.204853,1.143532,4.313063,1.949972,3.682315,0.976915,-0.309918,-0.564373,-0.649477,-0.437512,651,23987,27930
13.334,343.420000,1.748947,2.262121,1.235772,2.133917,1.448578,1.229799,4.175849,1.245555,4.284612,1.969469,3.594192,0.940976,-0.346405,-0.666377,-0.782452,-0.513175,654,24142,28039
13.378,340.930000,1.692722,2.270006,1.115439,2.133917,1.372337,1.314327,4.148501,1.343292,4.253016,1.983297,3.498915,0.932461,-0.395369,-0.770699,-0.909436,-0.577283,657,24271,28124
13.417,338.720000,1.650231,2.266469,1.033994,2.149663,1.315156,1.379795,4.124469,1.405628,4.230033,1.989729,3.431655,0.923044,-0.424216,-0.848932,-0.995800,-0.616238,659,24375,28189
13.476,335.080000,1.550520,2.192398,0.908643,2.079223,1.224827,1.473439,4.083862,1.522143,4.179126,1.997207,3.289275,0.951684,-0.499918,-0.988002,-1.103934,-0.641877,663,24529,28281
13.534,331.090000,1.445632,2.068483,0.822781,2.105741,0.995276,1.561282,4.039112,1.625948,4.121362,1.999714,3.138202,1.001929,-0.576685,-1.117882,-1.148934,-0.622851,667,24684,28363
13.576,327.900000,1.394408,1.990892,0.797924,2.144691,0.874285,1.613490,4.007621,1.672599,4.089948,1.999978,3.059991,1.023414,-0.597379,-1.183544,-1.140716,-0.596484,669,24788,28407
13.616,324.150000,1.330807,1.872029,0.789586,2.150492,0.759923,1.663213,3.973644,1.735890,4.039391,1.999975,2.940813,1.086347,-0.639935,-1.255608,-1.084497,-0.541221,672,24892,28447
13.656,319.970000,1.298123,1.795902,0.800345,2.152149,0.647219,1.707134,3.938839,1.773647,4.003325,1.999716,2.862836,1.115072,-0.635718,-1.305300,-1.022559,-0.497778,674,24995,28480
13.708,314.350000,1.273701,1.712375,0.835027,2.146348,0.566006,1.756856,3.891602,1.824044,3.945510,1.998178,2.749295,1.167520,-0.625953,-1.362600,-0.918425,-0.438674,677,25125,28516
13.759,307.480000,1.289946,1.670046,0.909846,2.065964,0.717659,1.810722,3.827792,1.880083,3.860005,1.992182,2.605954,1.235239,-0.599470,-1.423361,-0.785769,-0.380100,681,25278,28564
13.811,302.440000,1.339369,1.690617,0.988121,1.903537,0.826220,1.849671,3.770611,1.914320,3.788602,1.983303,2.505611,1.272039,-0.565787,-1.465549,-0.699331,-0.351248,684,25400,28610
13.861,298.190000,1.387574,1.723049,1.052099,1.913482,0.954669,1.885306,3.708458,1.933552,3.737101,1.974759,2.442558,1.269057,-0.519165,-1.500250,-0.644723,-0.335475,686,25518,28665
13.912,294.850000,1.473813,1.809692,1.137933,1.862931,1.052456,1.917625,3.643819,1.957169,3.653734,1.957430,2.354223,1.290210,-0.505826,-1.539940,-0.607729,-0.335880,689,25632,28725
13.964,291.860000,1.536934,1.875771,1.198096,1.906023,1.142785,1.946630,3.575866,1.969469,3.594192,1.942793,2.299711,1.276160,-0.478725,-1.573803,-0.587903,-0.338838,691,25744,28792
14.015,289.070000,1.639033,1.994228,1.283838,2.013755,1.200795,1.973977,3.501282,1.983297,3.498915,1.915760,2.224100,1.278508,-0.472307,-1.616348,-0.577894,-0.355195,694,25863,28864
14.067,286.150000,1.705872,2.071431,1.340314,2.051047,1.318471,1.998010,3.422555,1.989729,3.431655,1.894248,2.177533,1.249338,-0.445974,-1.653946,-0.571451,-0.365558,696,25985,28942
14.117,283.370000,1.797453,2.187149,1.407756,2.092482,1.410457,2.019556,3.338856,1.995924,3.325738,1.856420,2.112813,1.236849,-0.442223,-1.703078,-0.578147,-0.389697,699,26110,29024
14.168000000000001,280.720000,1.852395,2.265123,1.439668,2.114029,1.492499,2.037788,3.251842,1.998187,3.252240,1.827226,2.072701,1.197793,-0.426218,-1.747506,-0.594153,-0.412727,701,26238,29112
14.207,278.840000,1.900547,2.344348,1.456746,2.121487,1.523161,2.050218,3.179744,1.999403,3.176699,1.794625,2.034764,1.173161,-0.428513,-1.790425,-0.622699,-0.443801,703,26340,29185
14.258000000000001,276.630000,1.946138,2.433537,1.458740,2.146348,1.577027,2.061820,3.088587,1.999897,3.099280,1.758392,1.998968,1.131078,-0.427203,-1.842387,-0.667850,-0.487398,705,26469,29278
14.319,274.160000,1.995732,2.556435,1.435029,2.149663,1.534763,2.071765,2.976711,1.999999,2.980406,1.697015,1.948920,1.093980,-0.448320,-1.920432,-0.749202,-0.560703,708,26625,29393
14.372,271.640000,1.938972,2.554470,1.323475,2.149663,1.548022,2.077565,2.865665,1.999716,2.862836,1.627008,1.903290,1.062622,-0.477916,-2.008660,-0.846493,-0.615497,711,26780,29506
14.43,269.410000,1.893698,2.553498,1.233899,2.160436,1.503272,2.077565,2.774507,1.998904,2.786628,1.575681,1.875356,1.029738,-0.492599,-2.079895,-0.929116,-0.659800,713,26910,29598
14.47,267.560000,1.838953,2.530074,1.147831,2.162922,1.411286,2.075908,2.701581,1.997184,2.712530,1.520862,1.849419,1.016984,-0.518264,-2.148112,-1.002196,-0.691121,715,27014,29669
14.534,264.510000,1.746720,2.468008,1.025432,2.156292,1.380624,2.067621,2.594678,1.992182,2.605954,1.432686,1.814198,1.006127,-0.557352,-2.253726,-1.101170,-0.721288,718,27170,29772
14.58,261.860000,1.644429,2.367453,0.921405,2.110714,1.304383,2.056848,2.506006,1.983303,2.505611,1.338421,1.783217,1.019098,-0.608847,-2.353167,-1.172482,-0.723024,721,27302,29855
14.620000000000001,259.390000,1.572989,2.284921,0.861057,2.140547,1.245545,2.045246,2.439710,1.974759,2.442558,1.272714,1.764773,1.025839,-0.635053,-2.423517,-1.206929,-0.711932,723,27404,29915
14.679,255.470000,1.463835,2.143492,0.784177,2.146348,1.164332,2.023700,2.341923,1.957430,2.354223,1.170510,1.740045,1.044121,-0.674898,-2.527222,-1.238131,-0.679657,726,27559,30002
14.719000000000001,252.670000,1.395530,2.045732,0.745327,2.142204,1.112123,2.004639,2.278941,1.942793,2.299711,1.100376,1.725389,1.060241,-0.698325,-2.592282,-1.242448,-0.650203,728,27663,30057
14.778,248.130000,1.313470,1.915058,0.711882,2.063477,1.025938,1.972320,2.189441,1.915760,2.224100,0.992663,1.705739,1.092564,-0.728973,-2.682961,-1.221371,-0.601588,731,27817,30134
14.818,244.920000,1.259526,1.811918,0.707135,2.148005,0.973729,1.946630,2.130603,1.882400,2.155310,0.882552,1.688546,1.152248,-0.776373,-2.747850,-1.169522,-0.552391,734,27923,30183
14.876,239.760000,1.240065,1.754827,0.725303,2.131431,0.881743,1.903537,2.050218,1.842238,2.092473,0.770482,1.673459,1.194052,-0.789128,-2.820577,-1.106957,-0.514762,737,28076,30250
14.918000000000001,236.030000,1.246951,1.739629,0.754272,2.131431,0.832021,1.871218,1.999667,1.811355,2.053471,0.694873,1.664358,1.223200,-0.788221,-2.863913,-1.053617,-0.492678,739,28178,30291
14.983,230.290000,1.281431,1.743713,0.819150,2.027843,0.749150,1.819009,1.930056,1.758392,1.998968,0.580323,1.651957,1.269521,-0.775229,-2.920743,-0.962011,-0.462282,742,28332,30348
15.023,226.310000,1.320114,1.761360,0.878869,2.000496,0.706057,1.781717,1.889449,1.718434,1.965113,0.503309,1.644389,1.301684,-0.755124,-2.952198,-0.891327,-0.441245,744,28431,30383
15.082,220.640000,1.367349,1.780706,0.953992,1.935857,0.649705,1.723708,1.835583,1.674633,1.933216,0.425822,1.637268,1.312950,-0.694833,-2.989966,-0.806147,-0.413357,746,28573,30432
15.126,215.940000,1.419999,1.804558,1.035440,1.909338,0.727604,1.673157,1.795805,1.627008,1.903290,0.347928,1.630535,1.335495,-0.644019,-3.017523,-0.722178,-0.384559,748,28688,30471
15.17,212.460000,1.475105,1.837248,1.112962,1.885306,0.822905,1.626749,1.765143,1.575681,1.875356,0.269633,1.624121,1.364424,-0.609389,-3.038051,-0.654675,-0.362143,750,28783,30511
15.229000000000001,207.940000,1.557014,1.887195,1.226832,1.858787,0.963785,1.556309,1.724537,1.492225,1.837193,0.151530,1.614928,1.409049,-0.561372,-3.063725,-0.565495,-0.330181,753,28916,30574
15.269,205.480000,1.583186,1.900818,1.265554,1.896079,1.115438,1.504101,1.698847,1.462820,1.825455,0.111999,1.611948,1.394812,-0.520430,-3.079251,-0.535009,-0.317632,754,29006,30625
15.327,201.970000,1.654344,1.946650,1.362038,2.003811,1.244716,1.417087,1.661555,1.370437,1.793066,-0.007102,1.603141,1.425386,-0.478647,-3.100600,-0.471173,-0.292306,757,29149,30711
15.366,199.800000,1.696192,1.971223,1.421160,1.914310,1.344990,1.354934,1.638351,1.305836,1.773788,-0.086813,1.597305,1.442331,-0.449755,-3.113131,-0.432390,-0.275031,759,29245,30774
15.429,196.930000,1.735491,1.991701,1.479282,1.938343,1.458522,1.260462,1.606861,1.239091,1.756158,-0.166289,1.591455,1.426833,-0.400736,-3.130795,-0.393679,-0.256210,761,29386,30874
15.473,195.420000,1.769058,2.012716,1.525400,1.969005,1.486698,1.194165,1.587800,1.170510,1.740045,-0.245431,1.585533,1.439598,-0.380593,-3.140018,-0.367289,-0.243658,763,29480,30946
15.532,193.480000,1.812976,2.040632,1.585321,1.936685,1.564597,1.088919,1.561282,1.064769,1.718543,-0.363528,1.576365,1.452525,-0.353242,3.131208,-0.334854,-0.227656,766,29629,31059
15.573,191.710000,1.847466,2.052919,1.642013,2.086681,1.638351,1.000248,1.541393,0.956203,1.699744,-0.480796,1.566669,1.481260,-0.325340,3.124528,-0.296555,-0.205453,769,29752,31154
15.636000000000001,189.740000,1.867262,2.055876,1.678649,2.110714,1.674814,0.890030,1.521504,0.882552,1.688546,-0.558484,1.559784,1.449020,-0.282784,3.115172,-0.269362,-0.188613,771,29904,31274
15.68,188.410000,1.884874,2.056145,1.713602,2.121487,1.723708,0.814618,1.509073,0.808034,1.678273,-0.635720,1.552496,1.450988,-0.255076,3.111662,-0.242310,-0.171272,773,30006,31356
15.723,187.280000,1.900594,2.055660,1.745529,2.085853,1.809893,0.737548,1.499129,0.732755,1.668816,-0.712475,1.544703,1.450740,-0.228952,3.110173,-0.217568,-0.155066,775,30108,31442
15.787,185.620000,1.926314,2.052299,1.800329,2.074251,1.809065,0.599983,1.483383,0.580323,1.651957,-0.864256,1.527332,1.464899,-0.187131,3.111587,-0.174406,-0.125985,779,30288,31596
15.827,184.790000,1.937473,2.048023,1.826923,2.036130,1.833097,0.522913,1.476754,0.503309,1.644389,-0.939118,1.517559,1.462601,-0.162748,3.113690,-0.152158,-0.110550,781,30387,31684
15.885,183.830000,1.952372,2.042106,1.862638,2.084195,1.855472,0.406066,1.468467,0.386924,1.633858,-1.049844,1.501254,1.456278,-0.129964,3.119076,-0.122564,-0.089734,784,30535,31817
15.928,183.330000,1.961615,2.038514,1.884717,2.075079,1.897736,0.326510,1.463494,0.308830,1.627298,-1.122442,1.489144,1.449179,-0.109771,3.123892,-0.104538,-0.076899,786,30637,31909
15.972,182.760000,1.970346,2.031458,1.909233,2.062649,1.924255,0.247783,1.459351,0.230350,1.621007,-1.193854,1.475911,1.441732,-0.085959,3.130106,-0.082709,-0.061112,788,30736,32000
16.032,182.110000,1.982178,2.019993,1.944364,1.987237,1.959061,0.128449,1.454379,0.111999,1.611948,-1.298346,1.453628,1.426796,-0.051781,-3.141066,-0.050872,-0.037814,791,30882,32141
16.073,182.070000,1.990567,2.018442,1.962692,2.024528,1.965690,0.029833,1.451064,0.032678,1.606063,-1.365866,1.437016,1.395770,-0.036375,-3.131528,-0.037342,-0.027875,793,31002,32260
16.136,182.040000,1.998113,2.007622,1.988604,2.046075,2.014584,-0.090329,1.446092,-0.086813,1.597305,-1.463280,1.409164,1.373448,-0.011969,-3.114703,-0.012690,-0.009509,796,31151,32404
16.179000000000002,181.920000,1.990188,1.982238,1.998139,2.025357,2.036959,-0.172371,1.443606,-0.166289,1.591455,-1.525223,1.388484,1.353975,0.009765,-3.100871,0.010653,0.007950,798,31251,32501
16.22,181.870000,1.982178,1.955759,2.008598,1.972320,2.048561,-0.252755,1.441119,-0.245431,1.585533,-1.584415,1.366011,1.333777,0.031614,-3.085250,0.035542,0.026419,800,31347,32600
16.278,182.200000,1.965413,1.906168,2.024659,1.935028,2.027014,-0.372918,1.436976,-0.402709,1.573205,-1.693196,1.315551,1.325850,0.070652,-3.049882,0.080384,0.059245,804,31488,32748
16.318,182.610000,1.956848,1.880991,2.032705,1.920940,2.016241,-0.451645,1.433661,-0.480796,1.566669,-1.742376,1.287520,1.298978,0.087213,-3.028849,0.103373,0.075857,806,31581,32846
16.376,183.120000,1.941977,1.833281,2.050674,1.886963,2.044417,-0.569321,1.427031,-0.597158,1.556197,-1.809266,1.241975,1.253678,0.117295,-2.993440,0.149258,0.108696,809,31719,32993
16.439,183.990000,1.925754,1.781212,2.070296,1.825639,2.086681,-0.686997,1.419573,-0.712475,1.544703,-1.867995,1.192084,1.202708,0.144761,-2.951299,0.200153,0.144542,812,31853,33142
16.483,184.800000,1.913473,1.743268,2.083678,1.804921,2.103255,-0.764895,1.413772,-0.788678,1.536354,-1.902862,1.156192,1.166754,0.161454,-2.918993,0.237203,0.170205,814,31941,33244
16.523,185.980000,1.899236,1.698467,2.100005,1.764315,2.106570,-0.862683,1.404656,-0.864256,1.527332,-1.934462,1.117942,1.109467,0.173495,-2.880201,0.281895,0.200769,816,32049,33373
16.584,187.650000,1.874708,1.623358,2.126057,1.678129,2.110714,-0.976215,1.390568,-0.976248,1.512347,-1.976106,1.055710,1.054472,0.198771,-2.818437,0.357530,0.251349,819,32173,33524
16.624,188.840000,1.845547,1.535437,2.155658,1.644981,2.116515,-1.051628,1.379795,-1.086278,1.495347,-2.011138,0.986805,1.036871,0.240868,-2.752861,0.448085,0.310111,822,32254,33627
16.682,190.580000,1.821911,1.460551,2.183270,1.599402,2.117343,-1.143614,1.363221,-1.158299,1.482665,-2.030810,0.936842,0.984335,0.256234,-2.693592,0.528909,0.361359,824,32352,33754
16.725,192.700000,1.781134,1.347763,2.214506,1.508245,2.133089,-1.233943,1.344161,-1.263913,1.461390,-2.055124,0.855407,0.955625,0.296263,-2.604722,0.648832,0.433372,827,32446,33883
16.769000000000002,194.480000,1.747609,1.256614,2.238604,1.479240,2.143862,-1.306040,1.326758,-1.332341,1.445508,-2.067928,0.796736,0.928114,0.322682,-2.533779,0.749207,0.490995,829,32520,33988
16.829,197.520000,1.689206,1.138492,2.239921,1.369851,2.154635,-1.407142,1.296925,-1.431371,1.418858,-2.077736,0.737671,0.873190,0.331436,-2.446480,0.869386,0.550715,832,32622,34141
16.869,199.800000,1.620830,1.015069,2.226591,1.268749,2.154635,-1.475096,1.273721,-1.525223,1.388484,-2.088506,0.642722,0.880018,0.385910,-2.342061,0.996627,0.605761,835,32688,34248
16.93,203.760000,1.543656,0.900278,2.187035,1.177591,2.166237,-1.567911,1.236429,-1.612888,1.354081,-2.094739,0.549352,0.865807,0.416579,-2.224942,1.111437,0.643379,838,32777,34402
16.974,207.600000,1.456630,0.814255,2.099005,1.001077,2.162093,-1.641666,1.199966,-1.693196,1.315551,-2.097863,0.464047,0.865848,0.440820,-2.125721,1.176002,0.642375,841,32845,34532
17.034,212.830000,1.348856,0.743473,1.954239,0.810474,2.172867,-1.721222,1.153558,-1.787882,1.257574,-2.099493,0.366991,0.872799,0.455861,-2.019058,1.196833,0.605383,845,32909,34689
17.076,216.870000,1.284253,0.719797,1.848710,0.699428,2.143862,-1.768458,1.120410,-1.849294,1.209221,-2.099867,0.308447,0.876993,0.450724,-1.958315,1.172057,0.564457,848,32945,34793
17.134,223.500000,1.241825,0.727810,1.755839,0.570978,2.160436,-1.831440,1.065716,-1.919088,1.137396,-2.099987,0.251039,0.857797,0.406090,-1.889216,1.103783,0.514014,852,32990,34949
17.173000000000002,228.270000,1.247679,0.762431,1.732928,0.527057,2.164580,-1.868732,1.025938,-1.962975,1.077153,-2.099999,0.224177,0.834449,0.361077,-1.851622,1.037123,0.485249,855,33017,35054
17.235,235.750000,1.288694,0.850323,1.727065,0.451645,2.076737,-1.916797,0.963785,-2.000177,1.010547,-2.100000,0.211076,0.774683,0.272194,-1.809546,0.907112,0.438371,858,33052,35208
17.279,240.640000,1.329589,0.930805,1.728373,0.543631,2.025357,-1.943315,0.919863,-2.021308,0.962240,-2.100000,0.208084,0.728822,0.212423,-1.787472,0.799813,0.398784,860,33075,35309
17.32,245.010000,1.385317,1.026087,1.744547,0.648877,1.954088,-1.965690,0.874285,-2.039609,0.910575,-2.100000,0.207605,0.680074,0.159910,-1.769596,0.691500,0.359230,862,33104,35404
17.378,250.580000,1.483993,1.181208,1.786777,0.788928,1.903537,-1.995524,0.800530,-2.061858,0.826505,-2.100000,0.207605,0.602059,0.098610,-1.745211,0.544089,0.302784,865,33156,35544
17.42,253.910000,1.555023,1.365213,1.744832,0.846109,1.874533,-2.011269,0.748321,-2.073352,0.766115,-2.100049,-0.542395,1.293766,0.272416,-1.639472,0.325499,0.189810,867,33196,35635
17.485,258.950000,1.589925,1.453542,1.726309,1.069859,1.837241,-2.033644,0.653020,-2.088506,0.642722,-2.100049,-0.542395,1.197258,0.163946,-1.626289,0.228746,0.136384,872,33276,35791
17.526,261.170000,1.564938,1.457418,1.672458,1.174276,1.808236,-2.043589,0.595011,-2.091042,0.611025,-2.100049,-0.542395,1.138807,0.118804,-1.620396,0.183215,0.107520,873,33330,35879
17.588,263.810000,1.424251,1.357824,1.490678,1.379795,1.769287,-2.055190,0.504682,-2.096047,0.519867,-2.100049,-0.542395,1.048038,0.068305,-1.613612,0.124373,0.066427,876,33422,36008
17.627,264.940000,1.246476,1.200305,1.292647,1.499129,1.767629,-2.060991,0.440043,-2.098463,0.437887,-2.100049,-0.542395,0.983214,0.047744,-1.610532,0.098777,0.046171,879,33492,36094
17.667,265.780000,1.046652,1.014661,1.078642,1.469295,1.744426,-2.066792,0.372918,-2.099493,0.366991,-2.100049,-0.542395,0.915917,0.034188,-1.607114,0.081505,0.031990,882,33568,36181
17.725,266.910000,0.680031,0.667296,0.692765,1.419573,1.643324,-2.072593,0.279274,-2.099953,0.276712,-2.100049,-0.542395,0.822128,0.016875,-1.604199,0.049935,0.012734,887,33672,36302
